state,district,census_code,cluster,cluster_name,silhouette,gmm_max_probability,fuzzy_membership,label_margin,confidence
Assam,Dibrugarh,18011.0,7,"Middle development, weak women's agency",-0.04710787201039701,0.7463352162377427,0.19497154431551827,1.0182050171430364,borderline
Assam,Dima Hasao,18016.0,7,"Middle development, weak women's agency",0.012987643723378699,0.9826784580659593,0.19429527351133516,1.0371310265615867,borderline
Assam,Goalpara,18003.0,4,"Middle development, weak schooling",0.0827807527317634,0.908136865142085,0.22278544761038863,1.0081257913216903,borderline
Assam,Golaghat,18014.0,7,"Middle development, weak women's agency",-0.05507757304959193,0.912577522847874,0.26186354785414356,1.13873207986927,borderline
Assam,Hailakandi,18019.0,7,"Middle development, weak women's agency",-0.024034497441440046,0.7891487114030155,0.21965520345121956,1.1010210516770762,borderline
Assam,Hojai,,7,"Middle development, weak women's agency",0.09881369293515839,0.5694803130431977,0.23482718587127238,1.2061700261350912,typical
Assam,Jorhat,18013.0,7,"Middle development, weak women's agency",0.030592468588503258,0.584264846581364,0.23368537794491248,1.2435736337791987,typical
Assam,Kamrup,18022.0,7,"Middle development, weak women's agency",0.1399095683013801,0.9932833360252868,0.3236766336122531,1.588973966751174,firm
Assam,Kamrup Metropolitan,18023.0,7,"Middle development, weak women's agency",0.0858182991571266,0.7040547844142093,0.21911950624381576,1.2762455628381546,typical
Assam,Karbi Anglong,18015.0,1,"Low development, high tobacco & alcohol use and weak maternal care",-0.03183035210504172,0.9936638130290656,0.2866640921607919,1.236515322151182,typical
Assam,Karimganj,18018.0,7,"Middle development, weak women's agency",-0.02455442115546018,0.6413717134413837,0.22584598998565583,1.1116963980802175,borderline
Assam,Kokrajhar,18001.0,7,"Middle development, weak women's agency",0.010075114073930882,0.7306563274622296,0.23543042475842899,1.2157303337987724,typical
Assam,Lakhimpur,18008.0,4,"Middle development, weak schooling",0.09643845178348245,0.7735771259464727,0.22227029909578006,1.0673040122193773,borderline
Assam,Majuli,,7,"Middle development, weak women's agency",-0.04120983721254449,0.7536273551961159,0.20716932552518685,1.0711403603524163,borderline
Assam,Morigaon,18005.0,4,"Middle development, weak schooling",0.08322207094028816,0.9106082528250318,0.21865052645971544,1.0186509130877324,borderline
Assam,Nagaon,18006.0,7,"Middle development, weak women's agency",0.10749644097587722,0.9959740531373156,0.3005550931768557,1.4148151134086617,firm
Assam,Nalbari,18024.0,7,"Middle development, weak women's agency",0.11505320895197592,0.8783560128791702,0.33899778279246673,1.6725795713865481,firm
Assam,Sivasagar,18012.0,7,"Middle development, weak women's agency",-0.030569879195788328,0.44844548473844986,0.2152335159916133,1.0615043715386534,borderline
Assam,Sonitpur,18007.0,4,"Middle development, weak schooling",0.08674149694945339,0.8030125914595848,0.19768347586398535,1.0529141877708785,borderline
Assam,South Salmara Mancachar,,6,"Low development, weak clean energy and weak civil registration",0.03931253653649402,0.7195747950199811,0.21606732759216665,1.1021809736449284,borderline
Assam,Tinsukia,18010.0,7,"Middle development, weak women's agency",0.03299342366245317,0.9020803102223642,0.2375443398910564,1.2451867981286922,typical
Assam,Udalguri,18027.0,7,"Middle development, weak women's agency",0.06381312682497335,0.9975086304350309,0.22578212896112,1.0694615295574454,borderline
Assam,West Karbi Anglong,,1,"Low development, high tobacco & alcohol use and weak maternal care",0.022009919493103325,0.9970696004060006,0.25083248225218413,1.2510433356964266,typical
Bihar,Araria,10007.0,6,"Low development, weak clean energy and weak civil registration",0.250375903512951,0.9994019226014218,0.3234894990486039,1.4690221788886888,firm
Bihar,Arwal,10038.0,6,"Low development, weak clean energy and weak civil registration",0.1831637311803322,0.9976861211374932,0.3520487284722092,1.5562762481227017,firm
Bihar,Aurangabad,10033.0,6,"Low development, weak clean energy and weak civil registration",0.12048068770832451,0.9275831395254293,0.3407855623535169,1.4030854835347575,firm
Bihar,Banka,10023.0,6,"Low development, weak clean energy and weak civil registration",0.13783705043920746,0.9980297777318454,0.266343943890642,1.3303801890413527,typical
Bihar,Begusarai,10020.0,6,"Low development, weak clean energy and weak civil registration",0.20973942492679065,0.9583816177664398,0.3715820117219368,1.4791406762621668,firm
Bihar,Bhagalpur,10022.0,6,"Low development, weak clean energy and weak civil registration",0.17822562133396616,0.9965875580376508,0.2931345091418028,1.3239755030662557,typical
Bihar,Bhojpur,10029.0,6,"Low development, weak clean energy and weak civil registration",0.18946948351401283,0.8474827753850427,0.38292656158187377,1.4833745595804362,firm
Bihar,Buxer,,6,"Low development, weak clean energy and weak civil registration",0.16543718296398954,0.8966582275828565,0.3568349338589346,1.521628292941831,firm
Bihar,Darbhanga,10013.0,6,"Low development, weak clean energy and weak civil registration",0.23775344361547146,0.9983186076362621,0.36521225501805016,1.5536128983449142,firm
Bihar,Gaya,10034.0,6,"Low development, weak clean energy and weak civil registration",0.12685862559816638,0.9116016259955294,0.3749641564690479,1.4832498129625922,firm
Bihar,Gopalganj,10015.0,6,"Low development, weak clean energy and weak civil registration",0.14844640706130507,0.9138068817581135,0.35706812984846326,1.5880074811821234,firm
Bihar,Jamui,10036.0,6,"Low development, weak clean energy and weak civil registration",0.2066531524531131,0.9982501194380112,0.33674827552876474,1.5089844121967617,firm
Bihar,Jehanabad,10037.0,6,"Low development, weak clean energy and weak civil registration",0.16023772604112177,0.9865739664040123,0.3344310997413297,1.4527877974138994,firm
Bihar,Kaimur (Bhabua),10031.0,6,"Low development, weak clean energy and weak civil registration",0.025769726400804438,0.9320994803027028,0.2770243252359867,1.1008083301087723,borderline
Bihar,Katihar,10010.0,6,"Low development, weak clean energy and weak civil registration",0.21978972714853204,0.9907527445659778,0.32086620092542945,1.4028674891140596,firm
Bihar,Khagaria,10021.0,6,"Low development, weak clean energy and weak civil registration",0.2073461590996592,0.9985724230103716,0.31293709807403924,1.3767690295046007,firm
Bihar,Kishanganj,10008.0,6,"Low development, weak clean energy and weak civil registration",0.22961828578479712,0.9830782250327017,0.28876528853546773,1.3103513710809853,typical
Bihar,Lakhisarai,10025.0,6,"Low development, weak clean energy and weak civil registration",0.19886910746232286,0.9967310435225119,0.33499802709182697,1.4272882424754147,firm
Bihar,Madhepura,10011.0,6,"Low development, weak clean energy and weak civil registration",0.24150143198384078,0.999634851228142,0.33431885049386795,1.4981930094487175,firm
Bihar,Madhubani,10005.0,6,"Low development, weak clean energy and weak civil registration",0.21039032050215783,0.9992624229534092,0.32512889273987394,1.4476251413488717,firm
Bihar,Munger,10024.0,7,"Middle development, weak women's agency",-0.028657115883361065,0.782363362229732,0.2153423556261038,1.087366554544327,borderline
Bihar,Muzaffarpur,10014.0,6,"Low development, weak clean energy and weak civil registration",0.2165498567703777,0.9959127546180396,0.35748991786441986,1.6037635955819907,firm
Bihar,Nalanda,10027.0,6,"Low development, weak clean energy and weak civil registration",0.22499430575866816,0.9730674572088415,0.40597946962965714,1.7655247692662117,firm
Bihar,Nawada,10035.0,6,"Low development, weak clean energy and weak civil registration",0.18001863269521548,0.9461096537312007,0.35928160484534133,1.583652284358481,firm
Bihar,Pashchim Champaran,10001.0,6,"Low development, weak clean energy and weak civil registration",0.27082047694930667,0.9899843913551103,0.3860531636283511,1.7033706484229694,firm
Bihar,Patna,10028.0,6,"Low development, weak clean energy and weak civil registration",0.11637698785655018,0.5293581699218332,0.27915965946021903,1.1567138065356335,typical
Bihar,Purba Champaran,10002.0,6,"Low development, weak clean energy and weak civil registration",0.25838087636687285,0.9936959332209038,0.33224490938863427,1.46013166889225,firm
Bihar,Purnia,10009.0,6,"Low development, weak clean energy and weak civil registration",0.19537515368130992,0.98800922367264,0.2813253932385274,1.3143223395551533,typical
Bihar,Rohtas,10032.0,6,"Low development, weak clean energy and weak civil registration",-0.0027373337968397238,0.9533877344671565,0.21955525395573605,1.0234756595683727,borderline
Bihar,Saharsa,10012.0,6,"Low development, weak clean energy and weak civil registration",0.23244033338550918,0.9988817468986478,0.31756346118482487,1.4387218385758922,firm
Bihar,Samastipur,10019.0,6,"Low development, weak clean energy and weak civil registration",0.2195752873799459,0.9988464266530828,0.3928516297051773,1.6121370292570965,firm
Bihar,Saran,10017.0,6,"Low development, weak clean energy and weak civil registration",0.20179990893538483,0.9975791460398143,0.3514978604131118,1.445298527911443,firm
Bihar,Sheikhpura,10026.0,6,"Low development, weak clean energy and weak civil registration",0.11757329809018116,0.814213740768938,0.31205742443120543,1.3408915374906127,typical
Bihar,Sheohar,10003.0,6,"Low development, weak clean energy and weak civil registration",0.2293778756466807,0.641995942776417,0.476135633458879,2.0016631487756653,firm
Bihar,Sitamarhi,10004.0,6,"Low development, weak clean energy and weak civil registration",0.264080883851999,0.9987042644087852,0.37711936213087355,1.638434743337068,firm
Bihar,Siwan,10016.0,6,"Low development, weak clean energy and weak civil registration",0.1376157583410891,0.9093917239092785,0.24880021786906564,1.2656492915663093,typical
Bihar,Supaul,10006.0,6,"Low development, weak clean energy and weak civil registration",0.23336163891397788,0.9998224733829042,0.3494597575298809,1.5736952462492313,firm
Bihar,Vaishali,10018.0,6,"Low development, weak clean energy and weak civil registration",0.2038459461652136,0.9902337020936809,0.34707709280691224,1.4334306078686172,firm
Chhattisgarh,Balod,,4,"Middle development, weak schooling",0.07146165418659128,0.8863806702680337,0.23737429210871844,1.1009040265624999,borderline
Chhattisgarh,Baloda Bazar,,4,"Middle development, weak schooling",0.17260718404182604,0.8838182713801271,0.2949197856253495,1.4919602152222704,firm
Chhattisgarh,Balrampur,,4,"Middle development, weak schooling",0.1451321887901896,0.8860038907971802,0.2355952779527339,1.2748248646789104,typical
Chhattisgarh,Bastar,22015.0,6,"Low development, weak clean energy and weak civil registration",0.03637237512866605,0.5449488360087532,0.20894990135877264,1.1137962867929239,borderline
Chhattisgarh,Bemetara,,4,"Middle development, weak schooling",0.13610534205165026,0.9959126561751661,0.3249626551939823,1.3200376380596102,typical
Chhattisgarh,Bijapur,22018.0,6,"Low development, weak clean energy and weak civil registration",0.03041403692910966,0.8200652836959482,0.20567398657803335,1.0783882362636137,borderline
Chhattisgarh,Bilaspur,22007.0,7,"Middle development, weak women's agency",-0.03996018543800238,0.9235653724256133,0.18685468577828065,1.0572810456507673,borderline
Chhattisgarh,Dantewada,22017.0,4,"Middle development, weak schooling",0.16874022506900865,0.9973981421221361,0.25628067207364796,1.35421019159824,firm
Chhattisgarh,Dhamtari,22013.0,4,"Middle development, weak schooling",0.07328268539019804,0.9767187955577256,0.23990678158386336,1.1084539885123328,borderline
Chhattisgarh,Durg,22010.0,2,"High development, strong clean energy",0.045768793550476215,0.5900146591758347,0.24688362236939715,1.1100125561604604,borderline
Chhattisgarh,Gariyaband,,4,"Middle development, weak schooling",0.1805903096826093,0.9941542025767971,0.39346006467051664,1.5998052391995623,firm
Chhattisgarh,Janjgir - Champa,22006.0,4,"Middle development, weak schooling",0.11589660197327836,0.812904880532925,0.3020093743519856,1.3052003165838741,typical
Chhattisgarh,Jashpur,22003.0,4,"Middle development, weak schooling",0.1726561139799736,0.9437410149869894,0.23539688084618887,1.3357134123812913,typical
Chhattisgarh,Kabeerdham,22008.0,4,"Middle development, weak schooling",0.16654939670473443,0.996733635248742,0.3354103862920024,1.4144723687783207,firm
Chhattisgarh,Kodagaon,,4,"Middle development, weak schooling",0.1612719069136175,0.9938639195949667,0.28730200801005784,1.4056771115178648,firm
Chhattisgarh,Korba,22005.0,1,"Low development, high tobacco & alcohol use and weak maternal care",-0.14785786593574918,0.47876419843457113,0.1794428605236702,1.037541547638504,borderline
Chhattisgarh,Koriya,22001.0,4,"Middle development, weak schooling",0.14990434804548292,0.9802076503967841,0.24884432560173259,1.2706366726958376,typical
Chhattisgarh,Mahasamund,22012.0,4,"Middle development, weak schooling",0.139693178926972,0.9267262909976961,0.3897566317197145,1.4457607619910615,firm
Chhattisgarh,Mungeli,,4,"Middle development, weak schooling",0.16477562308234528,0.9633867833545569,0.24746029972794767,1.3714797072417735,firm
Chhattisgarh,Narayanpur,22016.0,4,"Middle development, weak schooling",0.11271985545771401,0.9891695371149416,0.2398630255998482,1.2022420220139187,typical
Chhattisgarh,Raigarh,22004.0,4,"Middle development, weak schooling",0.16174897210380365,0.9932995143549375,0.28030613525472836,1.3721837130083303,firm
Chhattisgarh,Raipur,22011.0,4,"Middle development, weak schooling",0.08115585103406357,0.6490067904521722,0.25698660636297227,1.1428590887893946,borderline
Chhattisgarh,Rajnandgaon,22009.0,4,"Middle development, weak schooling",0.11556068406830601,0.9924955430746566,0.27537871722765844,1.2130853452453159,typical
Chhattisgarh,Sukma,,4,"Middle development, weak schooling",0.07093345540438528,0.9881500517806645,0.2144530481415056,1.1041524472810227,borderline
Chhattisgarh,Surajpur,,4,"Middle development, weak schooling",0.18030710666172164,0.9674782495386357,0.2615257572980019,1.2991731921330756,typical
Chhattisgarh,Surguja,22002.0,4,"Middle development, weak schooling",0.1328887992996156,0.9181710934260059,0.22944224969479718,1.2509285471967737,typical
Chhattisgarh,Uttar Bastar Kanker,22014.0,4,"Middle development, weak schooling",0.10777922622119207,0.9826407514638631,0.25566798504809773,1.1914758384775312,typical
Dadra Nagar Haveli Daman Diu,Dadra & Nagar Haveli,26001.0,5,"Middle development, no standout gap",0.049759779055629706,0.8327594724843241,0.24296322212708557,1.1762044801623053,typical
Dadra Nagar Haveli Daman Diu,Daman,,7,"Middle development, weak women's agency",0.054083952444307234,0.9913644325296274,0.24468592781618487,1.319286291376325,typical
Dadra Nagar Haveli Daman Diu,Diu,,5,"Middle development, no standout gap",0.09044586074379184,0.4670546946106555,0.233485272851232,1.229231393975878,typical
Goa,North Goa,30001.0,3,"High development, strong schooling",0.0786896570040263,0.9909946906285629,0.3444817640048677,1.3610256388350448,firm
Goa,South Goa,30002.0,3,"High development, strong schooling",0.030459094995128586,0.989917346646444,0.258896736367105,1.138582974083633,borderline
Gujarat,Ahmedabad,24007.0,7,"Middle development, weak women's agency",0.008464131620683374,0.9890320609759001,0.19645489544434747,1.1250218064891773,borderline
Gujarat,Amreli,24013.0,7,"Middle development, weak women's agency",0.02267938972917941,0.9938086197779542,0.2324938272404536,1.2140155800331043,typical
Gujarat,Anand,24015.0,7,"Middle development, weak women's agency",-0.016443207621516045,0.9131672436887873,0.1940299887760369,1.0797542902244668,borderline
Gujarat,Aravali,,7,"Middle development, weak women's agency",-0.0565007400075117,0.9571085385382365,0.21308288006451295,1.060275595394034,borderline
Gujarat,Banaskantha,24002.0,7,"Middle development, weak women's agency",0.027766167572492232,0.9844861892372168,0.2241527499840079,1.124823589764017,borderline
Gujarat,Bharuch,24021.0,7,"Middle development, weak women's agency",0.1171183952110955,0.9592027680084736,0.2675338151196356,1.4490115962066352,firm
Gujarat,Bhavnagar,24014.0,7,"Middle development, weak women's agency",0.07670199019103581,0.9963461866253907,0.2591321470841173,1.3722280872045227,firm
Gujarat,Botad,,7,"Middle development, weak women's agency",0.10026656316390536,0.9894858643394765,0.2750562834601143,1.429114950150411,firm
Gujarat,Chhota Udaipur,,4,"Middle development, weak schooling",0.17984894126755827,0.8070239949403848,0.2874161246671229,1.3955846043686428,firm
Gujarat,Dahod,24018.0,4,"Middle development, weak schooling",0.06145101892501626,0.6251940155751048,0.2196485673516036,1.0854298901437989,borderline
Gujarat,Devbhumi Dwarka,,7,"Middle development, weak women's agency",0.0063428469639007536,0.9866991686031334,0.2947813943550884,1.2904289339980046,typical
Gujarat,Gandhinagar,24006.0,7,"Middle development, weak women's agency",-0.02794363591864317,0.6077825148721254,0.19978390145487462,1.0605455185019887,borderline
Gujarat,Gir Somnath,,7,"Middle development, weak women's agency",-0.03898517928139835,0.9903171478394491,0.205534444440061,1.0748944038488308,borderline
Gujarat,Jamnagar,24010.0,5,"Middle development, no standout gap",0.05925237763358334,0.9615228060613287,0.2373644584977595,1.1921532855141197,typical
Gujarat,Junagadh,24012.0,5,"Middle development, no standout gap",0.06527022496411411,0.4404112547998968,0.21647644172902758,1.0670550103868273,borderline
Gujarat,Kachchh,24001.0,4,"Middle development, weak schooling",0.04166306406506864,0.9898518445711229,0.1837276926992075,1.0245088978676562,borderline
Gujarat,Kheda,24016.0,7,"Middle development, weak women's agency",0.10355305383784386,0.8487819620498015,0.2784841996566894,1.4555194484719534,firm
Gujarat,Mahesana,24004.0,7,"Middle development, weak women's agency",0.07306126560072632,0.9663018279940485,0.21176023047772502,1.2260255241535274,typical
Gujarat,Mahisagar,,4,"Middle development, weak schooling",0.10043824225489313,0.9333983186917045,0.22697150967017243,1.1715288523090972,typical
Gujarat,Morbi,,7,"Middle development, weak women's agency",0.027243003173352237,0.9969374387092871,0.1897003031425244,1.1335026982653416,borderline
Gujarat,Narmada,24020.0,4,"Middle development, weak schooling",0.15494643171464917,0.9366757945803434,0.2892979961220909,1.3653044554234293,firm
Gujarat,Navsari,24023.0,5,"Middle development, no standout gap",0.004356475424435051,0.6156899358966175,0.21376140997681997,1.0455592806617262,borderline
Gujarat,Panchmahal,24017.0,4,"Middle development, weak schooling",0.05251704254612378,0.9109691196848647,0.20457294073594845,1.0631491138649365,borderline
Gujarat,Patan,24003.0,7,"Middle development, weak women's agency",-0.015424038666576784,0.9653573890263135,0.18718478497956872,1.056252382539504,borderline
Gujarat,Porbandar,24011.0,5,"Middle development, no standout gap",0.07752918010410598,0.661826858123762,0.2333807850052118,1.2205410571041333,typical
Gujarat,Rajkot,24009.0,5,"Middle development, no standout gap",0.04969392561247092,0.9791106659184343,0.20624471163951621,1.1257708860582938,borderline
Gujarat,Sabarkantha,24005.0,4,"Middle development, weak schooling",0.04911441565936812,0.47576474755780773,0.20256739279837943,1.0466517626352851,borderline
Gujarat,Surat,24025.0,2,"High development, strong clean energy",0.05413902997140401,0.8041782154490086,0.2391912116519886,1.1104705956685992,borderline
Gujarat,Surendranagar,24008.0,7,"Middle development, weak women's agency",0.024951001659040024,0.9974516754748181,0.2470603340834775,1.2381448669308524,typical
Gujarat,Tapi,24026.0,5,"Middle development, no standout gap",-0.015228168783225205,0.9726349608933496,0.19769972439930558,1.0255062295881985,borderline
Gujarat,The Dangs,24022.0,4,"Middle development, weak schooling",0.1484036903391409,0.9989632980046892,0.2950237432765221,1.3420261866907437,typical
Gujarat,Vadodara,24019.0,2,"High development, strong clean energy",0.06250978480216725,0.6646265670650409,0.20016248443742787,1.1161043245006337,borderline
Gujarat,Valsad,24024.0,2,"High development, strong clean energy",0.07346146048516596,0.4673075274043319,0.25195073056528133,1.1856028188853323,typical
Haryana,Ambala,6002.0,2,"High development, strong clean energy",0.1625386420054798,0.9398463896023084,0.3465059964329752,1.5229962490537308,firm
Haryana,Bhiwani,6013.0,4,"Middle development, weak schooling",0.0317182226490193,0.8843127469463656,0.23561468386102274,1.0341273309247916,borderline
Haryana,Charkhi Dadri,,5,"Middle development, no standout gap",0.02975410724158782,0.555230276669287,0.27792908447703507,1.2178834561798413,typical
Haryana,Faridabad,6020.0,2,"High development, strong clean energy",0.12022694866610519,0.7555319689619272,0.2728948291259642,1.336418527920994,typical
Haryana,Fatehabad,6010.0,5,"Middle development, no standout gap",0.0633852799043823,0.8072102871016918,0.2538432817918958,1.2085474643413674,typical
Haryana,Gurgaon,6018.0,7,"Middle development, weak women's agency",-0.04705598725090043,0.989641673708126,0.1839222031113253,1.0325902712601247,borderline
Haryana,Hisar,6012.0,5,"Middle development, no standout gap",0.004635830566802998,0.6473722606620838,0.23566975780915542,1.0401719478828109,borderline
Haryana,Jhajjar,6015.0,5,"Middle development, no standout gap",-0.012219610200713266,0.5619333280147917,0.22651337334205174,1.0009311791003306,borderline
Haryana,Jind,6009.0,5,"Middle development, no standout gap",-0.002839755070799628,0.9262901347624961,0.22769013195867602,1.0815799567844557,borderline
Haryana,Kaithal,6005.0,5,"Middle development, no standout gap",0.08407259249483597,0.8164996403187047,0.26986496630402507,1.3031493096372715,typical
Haryana,Karnal,6006.0,5,"Middle development, no standout gap",0.05945023067202986,0.7671214430985028,0.2688128863274751,1.1814442710566195,typical
Haryana,Kurukshetra,6004.0,2,"High development, strong clean energy",0.1522853371281898,0.9634166308681326,0.3163514259260687,1.4319264576141932,firm
Haryana,Mahendragarh,6016.0,5,"Middle development, no standout gap",-0.012999222180253593,0.8273852507973941,0.2126027973288369,1.005562161020279,borderline
Haryana,Mewat,6019.0,6,"Low development, weak clean energy and weak civil registration",0.15710122812816862,0.9976979407200929,0.25682805306062306,1.2518631080784395,typical
Haryana,Palwal,6021.0,4,"Middle development, weak schooling",0.1028808602160491,0.952959167842192,0.23040496341453645,1.235765157338012,typical
